"filename", "language", "JavaScript", "PHP", "JSON", "YAML", "Markdown", "PostCSS", "XML", "Docker", "Makefile", "Shell Script", "Happy", "reStructuredText", "pip requirements", "Python", "Dotenv", "Assembly", "Properties", "HTML", "Ruby", "CSV", "TypeScript", "Ini", "Batch", "Log", "MS SQL", "comment", "blank", "total"
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\position-placeholder-multiple.md", "Markdown", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 24
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\position-placeholder-multiple.xml", "XML", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\position-placeholder-with-no-toc.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\position-placeholder-with-no-toc.xml", "XML", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\position-top.md", "Markdown", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\position-top.xml", "XML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\sample.md", "Markdown", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 38
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\sample.xml", "XML", 0, 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 191
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\setext-headings.md", "Markdown", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\setext-headings.xml", "XML", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\style-bullet.md", "Markdown", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\style-bullet.xml", "XML", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\style-ordered.md", "Markdown", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\style-ordered.xml", "XML", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\weird-as-is.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\weird-as-is.xml", "XML", 0, 0, 0, 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 166
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\weird-flattened.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 33
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\weird-flattened.xml", "XML", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 126
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\weird-relative.md", "Markdown", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 67
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TableOfContents\xml\weird-relative.xml", "XML", 0, 0, 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 313
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\TableMarkdownTest.php", "PHP", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 14, 77
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\TableXmlTest.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 45
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\aesthetic_table.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\aesthetic_table.md", "Markdown", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\aligned_table.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\aligned_table.md", "Markdown", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\end_whitespaces.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\end_whitespaces.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\simple_table.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\simple_table.md", "Markdown", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\single_column_table.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\single_column_table.md", "Markdown", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\single_column_table_and_block_elements.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 31
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\single_column_table_and_block_elements.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\single_column_table_caption.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\single_column_table_caption.md", "Markdown", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-aligned.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-aligned.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-and-block-elements.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 1, 73
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-and-block-elements.md", "Markdown", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-caption.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-caption.md", "Markdown", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-in-list.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-in-list.md", "Markdown", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-inline-styles-in-cell.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-inline-styles-in-cell.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-invalid-body.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-invalid-body.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-outer-pipe.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-outer-pipe.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-pipe-in-cell.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-pipe-in-cell.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-zero.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table-zero.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table_inline_markdown.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\table_inline_markdown.md", "Markdown", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\untidy_table.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\untidy_table.md", "Markdown", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\wrapped.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\md\wrapped.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\xml\table.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\Table\xml\table.xml", "XML", 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 101
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TaskList\TaskListXmlTest.php", "PHP", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 8, 45
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TaskList\xml\tasklist.md", "Markdown", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\Extension\TaskList\xml\tasklist.xml", "XML", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\HtmlInputTest.php", "PHP", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 17, 69
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\LocalDataTest.php", "PHP", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 43
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\MaxDelimitersPerLineTest.php", "PHP", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 51
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\MaximumNestingLevelTest.php", "PHP", 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 54
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\SafeLinksTest.php", "PHP", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 46
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\SpecTest.php", "PHP", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 31
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\atx_heading.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\atx_heading.md", "Markdown", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 24
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\asterisks.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\disabled.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\em.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\emstrong.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\input.md", "Markdown", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\strong.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\emphasis\underscores.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\entities.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\entities.md", "Markdown", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\fenced_code_regressions.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\fenced_code_regressions.md", "Markdown", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\html_input\escaped_output.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\html_input\input.md", "Markdown", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\html_input\safe_output.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\html_input\unsafe_output.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\list_regressions.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 1, 74
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\list_regressions.md", "Markdown", 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 64
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\safe\input.md", "Markdown", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\safe\safe_output.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\safe\unsafe_output.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\Brahim\Desktop\Prenoting\vendor\league\commonmark\tests\functional\data\safe_links\input.md", "Markdown", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 170
